Folder_name,Structure,deltaAIC,AIC,GHL,nopar,max_grad,Survival,Maturity,Selectivity
HER_condEffort.15_221,Surv(2) Mat(2) Sel(1),19.053971567399913,-2317.72347443916,19056.2039,97,7.46943501494288e-5,1980-1998; 1999-2018,1980-2014; 2015-2018,1980-2018
HER_condEffort.7_221,Surv(2) Mat(2) Sel(1),20.198431919279756,-2316.57901408728,20290.6068,97,1.44124501981704e-4,1980-1998; 1999-2018,1980-1998; 1999-2018,1980-2018
HER_condEffort.16_222,Surv(2) Mat(2) Sel(2),21.226245326679873,-2315.55120067988,19377.3489,99,9.95074665329231e-5,1980-1998; 1999-2018,1980-2014; 2015-2018,1980-2014; 2015-2018
HER_condEffort.25_231,Surv(2) Mat(3) Sel(1),22.232930840679728,-2314.54451516588,19161.8043,99,9.30924848750906e-5,1980-1998; 1999-2018,1980-1998; 1999-2014; 2015-2018,1980-2018
HER_condEffort.27_232,Surv(2) Mat(3) Sel(2),24.38475872045956,-2312.3926872861002,19474.2513,101,1.92476336015323e-4,1980-1998; 1999-2018,1980-1998; 1999-2014; 2015-2018,1980-2014; 2015-2018
HER_condEffort.29_231,Surv(2) Mat(3) Sel(1),97.50875807384,-2239.26868793272,12991.9625,99,3.65107320097783e-4,1980-2014; 2015-2018,1980-1998; 1999-2014; 2015-2018,1980-2018
HER_condEffort.30_232,Surv(2) Mat(3) Sel(2),97.77769886579972,-2238.99974714076,12796.8281,101,4.84388744054274e-4,1980-2014; 2015-2018,1980-1998; 1999-2014; 2015-2018,1980-1998; 1999-2018
HER_condEffort.10_222,Surv(2) Mat(2) Sel(2),97.90512654005988,-2238.8723194665,12674.9634,99,9.35683628210359e-5,1980-2014; 2015-2018,1980-1998; 1999-2018,1980-1998; 1999-2018
HER_condEffort.32_233,Surv(2) Mat(3) Sel(3),98.53583657769968,-2238.24160942886,13147.205,103,4.66806960768597e-4,1980-2014; 2015-2018,1980-1998; 1999-2014; 2015-2018,1980-1998; 1999-2014; 2015-2018
HER_condEffort.31_232,Surv(2) Mat(3) Sel(2),98.71556984241988,-2238.06187616414,13388.4743,101,1.88185532859018e-4,1980-2014; 2015-2018,1980-1998; 1999-2014; 2015-2018,1980-2014; 2015-2018
HER_condEffort.9_221,Surv(2) Mat(2) Sel(1),98.94498109197957,-2237.83246491458,12889.8072,97,1.66103403828113e-5,1980-2014; 2015-2018,1980-1998; 1999-2018,1980-2018
HER_condEffort.21_131,Surv(1) Mat(3) Sel(1),100.69979304447997,-2236.07765296208,15642.231,98,8.51410623828633e-5,1980-2018,1980-1998; 1999-2014; 2015-2018,1980-2018
HER_condEffort.22_132,Surv(1) Mat(3) Sel(2),101.74293820261983,-2235.03450780394,15953.4248,100,9.71664789390861e-5,1980-2018,1980-1998; 1999-2014; 2015-2018,1980-1998; 1999-2018
HER_condEffort.23_132,Surv(1) Mat(3) Sel(2),102.71949243333984,-2234.05795357322,16459.9531,100,1.81398034462212e-4,1980-2018,1980-1998; 1999-2014; 2015-2018,1980-2014; 2015-2018
HER_condEffort.24_133,Surv(1) Mat(3) Sel(3),102.9103334725396,-2233.86711253402,16449.0899,102,7.95155702293138e-5,1980-2018,1980-1998; 1999-2014; 2015-2018,1980-1998; 1999-2014; 2015-2018
HER_condEffort.6_122,Surv(1) Mat(2) Sel(2),103.5123969318197,-2233.26504907474,17280.9063,98,2.48041585710475e-4,1980-2018,1980-1998; 1999-2018,1980-1998; 1999-2018
HER_condEffort.5_121,Surv(1) Mat(2) Sel(1),103.55820046193958,-2233.21924554462,16861.8806,96,2.91810441451263e-5,1980-2018,1980-1998; 1999-2018,1980-2018
HER_condEffort.3_211,Surv(2) Mat(1) Sel(1),143.8130727097,-2192.96437329686,13450.3389,95,7.9802587789647907e-005,1980-2014; 2015-2018,1980-2018,1980-2018
HER_condEffort.1_111,Surv(1) Mat(1) Sel(1),145.70923611131957,-2191.06820989524,15192.1962,94,8.0237078020468e-5,1980-2018,1980-2018,1980-2018
HER_condEffort.17_221,Surv(2) Mat(2) Sel(1),147.33384119981974,-2189.44360480674,13574.6848,97,3.76028111062204e-5,1980-2014; 2015-2018,1980-2014; 2015-2018,1980-2018
HER_condEffort.18_222,Surv(2) Mat(2) Sel(2),148.75928998525978,-2188.0181560213,14028.1333,99,5.17834864822353e-5,1980-2014; 2015-2018,1980-2014; 2015-2018,1980-2014; 2015-2018
HER_condEffort.13_121,Surv(1) Mat(2) Sel(1),149.0064570991999,-2187.77098890736,14969.5218,96,7.71153128359575e-4,1980-2018,1980-2014; 2015-2018,1980-2018
HER_condEffort.14_122,Surv(1) Mat(2) Sel(2),150.92404759796,-2185.8533984086,15830.6082,98,1.23174955174476e-4,1980-2018,1980-2014; 2015-2018,1980-2014; 2015-2018
