Parameter,Mean,SD,Naive.SE,Time.series.SE
log_ft_1988,-1.5421536791203274,0.1487575846536768,0.0014875758465367679,0.0014875758465367698
log_ft_1989,-1.2634754205923537,0.15926050738447023,0.0015926050738447022,0.0015926050738447046
log_ft_1990,-2.3032855215594696,0.15146586973342915,0.0015146586973342915,0.001564622121708262
log_ft_1991,-3.055303976995557,0.12840697351520722,0.0012840697351520721,0.0012840697351520747
log_ft_1992,-2.242127515924147,0.13622088249775297,0.0013622088249775296,0.0013622088249775285
log_ft_1993,-1.6116528611477337,0.14746587673965186,0.0014746587673965187,0.0014746587673965142
log_ft_1994,-2.261840207626347,0.13544598767253913,0.0013544598767253912,0.0013544598767253932
log_ft_1995,-2.5858447136739917,0.11406668470814825,0.0011406668470814825,0.0011406668470814825
log_ft_1996,-1.2264614192002672,0.10981594749961472,0.0010981594749961473,0.0010981594749961455
log_ft_1997,-1.1857207806112642,0.12430769642601272,0.0012430769642601271,0.0012430769642601232
log_ft_1998,-1.7411298508291555,0.13187248657920272,0.0013187248657920271,0.0013405357643916128
log_ft_1999,-1.6517179026221476,0.1442629732452256,0.001442629732452256,0.0014426297324522579
log_ft_2000,-2.5476421098223154,0.13309964474785316,0.0013309964474785315,0.0013309964474785309
log_ft_2001,-1.679018685265434,0.12219601142002208,0.001221960114200221,0.001221960114200219
log_ft_2002,-1.906676469329868,0.12339091728079209,0.0012339091728079208,0.0012339091728079217
log_ft_2003,-2.460781956498265,0.12084483892003253,0.0012084483892003254,0.001253822134177974
log_ft_2004,-2.1425264157152415,0.1254945591672359,0.0012549455916723588,0.001254945591672358
log_ft_2005,-2.1307176948443756,0.1255125547016818,0.001255125547016818,0.0012551255470168205
log_ft_2006,-2.2192218092594977,0.11826631912058953,0.0011826631912058953,0.0011826631912058962
log_ft_2007,-2.0572344013435435,0.11426395796205313,0.0011426395796205312,0.0011426395796205312
log_ft_2008,-1.884748489398685,0.11443729307806134,0.0011443729307806134,0.0011443729307806124
log_ft_2009,-1.9425169553567956,0.1194445064778719,0.001194445064778719,0.0011944450647787183
log_ft_2010,-1.743834922291941,0.11854727610129916,0.0011854727610129915,0.0012017298323960647
log_ft_2011,-1.612871982111058,0.11549712613249254,0.0011549712613249255,0.0011386613282573703
log_ft_2012,-1.7191972492749459,0.11524441521248283,0.0011524441521248282,0.001158004466839836
log_ft_2013,-2.5936713483836935,0.11153418841130303,0.0011153418841130301,0.00113348187713106
log_ft_2014,-1.2690815689183716,0.11653612073789049,0.001165361207378905,0.0011653612073789044
log_ft_2015,-1.9627382719699271,0.12664477952641295,0.0012664477952641297,0.0012664477952641314
log_ft_2016,-1.6971751228797667,0.14225946919975846,0.0014225946919975846,0.001422594691997585
log_ft_2017,-1.424639261371586,0.16307585921969547,0.0016307585921969546,0.0016307585921969561
log_ft_2018,-2.9644814881511974,0.18810092788810615,0.0018810092788810614,0.001808871894478185
